xArr2,yArr2,zArr2
-0.19999999999999996,-0.1,0.437897465
-0.19999999999999996,0.0,0.472302063
-0.19999999999999996,0.1,-0.012065163
-0.19999999999999996,0.2,0.206451687
-0.19999999999999996,0.3,0.05938296
-0.19999999999999996,0.4,0.449135272
-0.19999999999999996,0.5,-0.409803449
-0.19999999999999996,0.6,0.040560879
-0.19999999999999996,0.7,-0.360116025
-0.19999999999999996,0.8,-0.326737757
-0.19999999999999996,0.9,-0.918908954
-0.19999999999999996,1.0,-0.283513958
-0.10000000000000009,-3.0,3.934189741
-0.10000000000000009,-2.9,3.382000325
-0.10000000000000009,-2.8,3.539951198
-0.10000000000000009,-2.7,3.02492554
-0.10000000000000009,-2.6,3.791651712
-0.10000000000000009,-2.5,3.000424239
-0.10000000000000009,-2.4,2.882157172
-0.10000000000000009,-2.3,3.309747345
-0.10000000000000009,-2.2,3.391051819
-0.10000000000000009,-2.1,2.866129525
-0.10000000000000009,-2.0,2.873364256
-0.10000000000000009,-1.9,2.960622563
-0.10000000000000009,-1.8,3.000514564
-0.10000000000000009,-1.7,2.107839819
-0.10000000000000009,-1.6,2.188871362
-0.10000000000000009,-1.5,2.383988564
-0.10000000000000009,-1.4,2.585266733
-0.10000000000000009,-1.3,2.19672027
-0.10000000000000009,-1.2,1.594284238
-0.10000000000000009,-1.1,1.61671276
-0.10000000000000009,-1.0,1.352085635
-0.10000000000000009,-0.9,1.619371291
-0.10000000000000009,-0.8,1.9208693
-0.10000000000000009,-0.7,0.84529105
-0.10000000000000009,-0.6,1.246734735
-0.10000000000000009,-0.5,1.412171143
-0.10000000000000009,-0.4,1.283602458
-0.10000000000000009,-0.3,0.765237178
-0.10000000000000009,-0.2,0.607655324
-0.10000000000000009,-0.1,1.045117832
-0.10000000000000009,0.0,0.464367798
-0.10000000000000009,0.1,0.209421567
-0.10000000000000009,0.2,-0.115197541
-0.10000000000000009,0.3,-0.239327209
-0.10000000000000009,0.4,-0.087761031
-0.10000000000000009,0.5,0.363326215
-0.10000000000000009,0.6,-0.214753798
-0.10000000000000009,0.7,-0.614740024
-0.10000000000000009,0.8,0.035123159
-0.10000000000000009,0.9,-0.819336661
-0.10000000000000009,1.0,-0.403504705
0.0,-3.0,3.136855879
0.0,-2.9,3.890640764
0.0,-2.8,3.148652306
0.0,-2.7,2.876158196
0.0,-2.6,3.157562199
0.0,-2.5,2.970452284
0.0,-2.4,2.508907988
0.0,-2.3,2.827982598
0.0,-2.2,3.037399424
0.0,-2.1,2.211940254
0.0,-2.0,2.682996486
0.0,-1.9,2.836481449
0.0,-1.8,2.147981961
0.0,-1.7,2.098507655
0.0,-1.6,2.062332898
0.0,-1.5,2.115075434
0.0,-1.4,2.396086683
0.0,-1.3,2.183606832
0.0,-1.2,1.421458869
0.0,-1.1,1.777208791
0.0,-1.0,1.833644493
0.0,-0.9,1.462483062
0.0,-0.8,1.605014368
0.0,-0.7,1.11447054
0.0,-0.6,1.416890691
0.0,-0.5,1.457597189
0.0,-0.4,1.346868316
0.0,-0.3,1.140517849
0.0,-0.2,0.619608141
0.0,-0.1,0.835331823
0.0,0.0,0.291539329
0.0,0.1,0.837503201
0.0,0.2,0.760019878
0.0,0.3,0.313960766
0.0,0.4,-0.356767949
0.0,0.5,0.392776907
0.0,0.6,-0.043079274
0.0,0.7,-0.53217984
0.0,0.8,0.106002402
0.0,0.9,-0.026083911
0.0,1.0,-0.421948758
0.09999999999999998,-3.0,3.052774069
0.09999999999999998,-2.9,2.742434277
0.09999999999999998,-2.8,3.379466644
0.09999999999999998,-2.7,2.788924613
0.09999999999999998,-2.6,2.779246537
0.09999999999999998,-2.5,2.389765194
0.09999999999999998,-2.4,2.233746813
0.09999999999999998,-2.3,2.29214099
0.09999999999999998,-2.2,2.223775027
0.09999999999999998,-2.1,1.899047855
0.09999999999999998,-2.0,2.57984641
0.09999999999999998,-1.9,1.817323599
0.09999999999999998,-1.8,2.358837976
0.09999999999999998,-1.7,2.32537449
0.09999999999999998,-1.6,1.859340293
0.09999999999999998,-1.5,2.257907701
0.09999999999999998,-1.4,1.847728409
0.09999999999999998,-1.3,1.901002518
0.09999999999999998,-1.2,1.366007535
0.09999999999999998,-1.1,1.911634764
0.09999999999999998,-1.0,1.465135057
0.09999999999999998,-0.9,1.250804661
0.09999999999999998,-0.8,1.270421114
0.09999999999999998,-0.7,1.438914769
0.09999999999999998,-0.6,1.29355757
0.09999999999999998,-0.5,0.701957315
0.09999999999999998,-0.4,0.727689117
0.09999999999999998,-0.3,1.006066791
0.09999999999999998,-0.2,0.620544971
0.09999999999999998,-0.1,0.433161784
0.09999999999999998,0.0,0.820323461
0.09999999999999998,0.1,0.795448025
0.09999999999999998,0.2,0.710328958
0.09999999999999998,0.3,0.222774237
0.09999999999999998,0.4,0.331795693
0.09999999999999998,0.5,-0.297661066
0.09999999999999998,0.6,-0.329453339
0.09999999999999998,0.7,-0.267169098
0.09999999999999998,0.8,-0.03391659
0.09999999999999998,0.9,0.068166118
0.09999999999999998,1.0,-0.329790156
0.19999999999999996,-3.0,2.62224459
0.19999999999999996,-2.9,2.609991066
0.19999999999999996,-2.8,3.028052326
0.19999999999999996,-2.7,2.287184184
0.19999999999999996,-2.6,2.717971177
0.19999999999999996,-2.5,2.757352478
0.19999999999999996,-2.4,2.012584022
0.19999999999999996,-2.3,2.56056388
0.19999999999999996,-2.2,1.806581053
0.19999999999999996,-2.1,2.253140901
0.19999999999999996,-2.0,1.596164552
0.19999999999999996,-1.9,2.101726723
0.19999999999999996,-1.8,1.391949661
0.19999999999999996,-1.7,1.403071741
0.19999999999999996,-1.6,1.711977127
0.19999999999999996,-1.5,2.000951408
0.19999999999999996,-1.4,1.674656865
0.19999999999999996,-1.3,1.642513842
0.19999999999999996,-1.2,1.256898152
0.19999999999999996,-1.1,0.883638858
0.19999999999999996,-1.0,1.147700015
0.19999999999999996,-0.9,1.019606973
0.19999999999999996,-0.8,0.845246839
0.19999999999999996,-0.7,1.294890746
0.19999999999999996,-0.6,0.744904102
0.19999999999999996,-0.5,0.444072772
0.19999999999999996,-0.4,0.473747109
0.19999999999999996,-0.3,0.946961325
0.19999999999999996,-0.2,0.223889554
0.19999999999999996,-0.1,0.195012569
0.19999999999999996,0.0,-0.097784621
0.19999999999999996,0.1,0.031806219
0.19999999999999996,0.2,0.115501173
0.19999999999999996,0.3,-0.240920462
0.19999999999999996,0.4,0.214626083
0.19999999999999996,0.5,0.386826179
0.19999999999999996,0.6,-0.199526959
0.19999999999999996,0.7,0.018726673
0.19999999999999996,0.8,-0.597796649
0.19999999999999996,0.9,-0.499896145
0.19999999999999996,1.0,-0.787629106
0.30000000000000004,-3.0,1.992218887
0.30000000000000004,-2.9,2.383918509
0.30000000000000004,-2.8,2.579085384
0.30000000000000004,-2.7,2.333116652
0.30000000000000004,-2.6,2.089275773
0.30000000000000004,-2.5,2.162505139
0.30000000000000004,-2.4,2.040235365
0.30000000000000004,-2.3,1.904712553
0.30000000000000004,-2.2,2.039694293
0.30000000000000004,-2.1,1.907410059
0.30000000000000004,-2.0,1.56648053
0.30000000000000004,-1.9,1.818318041
0.30000000000000004,-1.8,1.724251134
0.30000000000000004,-1.7,1.485729982
0.30000000000000004,-1.6,1.336566797
0.30000000000000004,-1.5,1.794098265
0.30000000000000004,-1.4,1.463179712
0.30000000000000004,-1.3,1.354726202
0.30000000000000004,-1.2,1.534138572
0.30000000000000004,-1.1,0.777215952
0.30000000000000004,-1.0,0.815047077
0.30000000000000004,-0.9,1.194337864
0.30000000000000004,-0.8,0.741386181
0.30000000000000004,-0.7,0.908752702
0.30000000000000004,-0.6,0.612637366
0.30000000000000004,-0.5,1.037303697
0.30000000000000004,-0.4,0.971051528
0.30000000000000004,-0.3,0.8400453
0.30000000000000004,-0.2,0.21016135
0.30000000000000004,-0.1,0.208572121
0.30000000000000004,0.0,0.78204128
0.30000000000000004,0.1,0.239098628
0.30000000000000004,0.2,0.238343052
0.30000000000000004,0.3,0.543508287
0.30000000000000004,0.4,0.092437982
0.30000000000000004,0.5,-0.211180887
0.30000000000000004,0.6,0.087797494
0.30000000000000004,0.7,-0.229582811
0.30000000000000004,0.8,-0.618590085
0.30000000000000004,0.9,-0.417338883
0.30000000000000004,1.0,-0.347006632
0.4,-3.0,1.844708919
0.4,-2.9,2.369685683
0.4,-2.8,2.166480719
0.4,-2.7,2.17514438
0.4,-2.6,1.952862294
0.4,-2.5,1.336584377
0.4,-2.4,1.279689265
0.4,-2.3,1.317866446
0.4,-2.2,1.235018081
0.4,-2.1,1.677947624
0.4,-2.0,1.349650819
0.4,-1.9,1.808201353
0.4,-1.8,1.489482068
0.4,-1.7,1.289024278
0.4,-1.6,1.618057441
0.4,-1.5,1.41536194
0.4,-1.4,1.090613696
0.4,-1.3,1.117978572
0.4,-1.2,0.956581162
0.4,-1.1,1.377441139
0.4,-1.0,1.215137574
0.4,-0.9,0.721964128
0.4,-0.8,0.842260731
0.4,-0.7,0.449407275
0.4,-0.6,0.835472308
0.4,-0.5,0.341190833
0.4,-0.4,0.656277252
0.4,-0.3,0.442360169
0.4,-0.2,0.417851899
0.4,-0.1,0.318323528
0.4,0.0,0.59385283
0.4,0.1,0.038915746
0.4,0.2,-0.311020273
0.4,0.3,0.550513262
0.4,0.4,-0.113427694
0.4,0.5,0.34159786
0.4,0.6,-0.281349198
0.4,0.7,-0.300871925
0.4,0.8,-0.451298446
0.4,0.9,-0.471482974
0.4,1.0,-0.378722236
0.5,-3.0,1.561720309
0.5,-2.9,1.681459993
0.5,-2.8,1.307308659
0.5,-2.7,1.172720054
0.5,-2.6,1.468374561
0.5,-2.5,1.70206611
0.5,-2.4,1.654117564
0.5,-2.3,1.052093148
0.5,-2.2,1.145662429
0.5,-2.1,0.96587734
0.5,-2.0,1.578806069
0.5,-1.9,1.23486503
0.5,-1.8,0.80487412
0.5,-1.7,0.88419596
0.5,-1.6,1.075547745
0.5,-1.5,1.413182697
0.5,-1.4,0.979742714
0.5,-1.3,0.765297432
0.5,-1.2,1.000532795
0.5,-1.1,0.716672044
0.5,-1.0,0.652026764
0.5,-0.9,0.752626753
0.5,-0.8,0.329958537
0.5,-0.7,0.854711934
0.5,-0.6,0.926803812
0.5,-0.5,0.81223412
0.5,-0.4,0.93726657
0.5,-0.3,0.828200326
0.5,-0.2,0.196978089
0.5,-0.1,0.167492341
0.5,0.0,-0.134697808
0.5,0.1,0.540338981
0.5,0.2,0.198930938
0.5,0.3,-0.155112119
0.5,0.4,-0.145259181
0.5,0.5,-0.267854545
0.5,0.6,0.235636843
0.5,0.7,-0.349798485
0.5,0.8,-0.453432389
0.5,0.9,-0.543075921
0.5,1.0,-0.554613506
0.6,-3.0,1.717772104
0.6,-2.9,1.220418824
0.6,-2.8,1.597988761
0.6,-2.7,1.128328373
0.6,-2.6,1.717976178
0.6,-2.5,0.742905046
0.6,-2.4,1.58062114
0.6,-2.3,1.56379736
0.6,-2.2,0.604978954
0.6,-2.1,1.042561472
0.6,-2.0,0.66971152
0.6,-1.9,0.723094552
0.6,-1.8,1.133820595
0.6,-1.7,1.086385051
0.6,-1.6,0.915110871
0.6,-1.5,1.192407796
0.6,-1.4,0.379803909
0.6,-1.3,0.465131301
0.6,-1.2,1.119015721
0.6,-1.1,0.54767761
0.6,-1.0,0.354870934
0.6,-0.9,0.617504869
0.6,-0.8,0.769426547
0.6,-0.7,0.084666858
0.6,-0.6,0.440748585
0.6,-0.5,0.577027225
0.6,-0.4,0.074730895
0.6,-0.3,-0.087368968
0.6,-0.2,0.583859652
0.6,-0.1,0.255262096
0.6,0.0,0.112576395
0.6,0.1,0.614064485
0.6,0.2,0.314778126
0.6,0.3,0.171502436
0.6,0.4,0.222421606
0.6,0.5,0.293989762
0.6,0.6,0.109864009
0.6,0.7,-0.27763675
0.6,0.8,0.360110633
0.6,0.9,0.178854204
0.6,1.0,0.107401642
0.7,-3.0,1.542421622
0.7,-2.9,1.45988715
0.7,-2.8,1.368096146
0.7,-2.7,0.639536839
0.7,-2.6,1.194071086
0.7,-2.5,0.537530311
0.7,-2.4,0.701750102
0.7,-2.3,0.377187819
0.7,-2.2,1.233246541
0.7,-2.1,1.081896447
0.7,-2.0,0.615618622
0.7,-1.9,1.073488635
0.7,-1.8,0.748870165
0.7,-1.7,0.714743397
0.7,-1.6,0.454135196
0.7,-1.5,0.763335477
0.7,-1.4,1.005126389
0.7,-1.3,0.065628601
0.7,-1.2,0.30969756
0.7,-1.1,0.763231937
0.7,-1.0,0.779933111
0.7,-0.9,0.331126445
0.7,-0.8,0.596171361
0.7,-0.7,0.764049732
0.7,-0.6,0.478320287
0.7,-0.5,0.561743734
0.7,-0.4,-0.012123728
0.7,-0.3,0.613513137
0.7,-0.2,0.427015157
0.7,-0.1,0.580825427
0.7,0.0,0.039903735
0.7,0.1,-0.293774376
0.7,0.2,0.062570104
0.7,0.3,0.34416715
0.7,0.4,0.50543472
0.7,0.5,0.273321974
0.7,0.6,0.347016846
0.7,0.7,-0.160504517
0.7,0.8,-0.398222449
0.7,0.9,0.210349802
0.7,1.0,-0.18871311
0.8,-3.0,0.559115905
0.8,-2.9,0.589895556
0.8,-2.8,0.477047779
0.8,-2.7,1.048980506
0.8,-2.6,0.741796837
0.8,-2.5,0.989313836
0.8,-2.4,0.081474382
0.8,-2.3,0.069920153
0.8,-2.2,0.056464478
0.8,-2.1,0.774858728
0.8,-2.0,0.409642847
0.8,-1.9,0.874360154
0.8,-1.8,0.080897647
0.8,-1.7,0.391831418
0.8,-1.6,0.752734444
0.8,-1.5,0.495528677
0.8,-1.4,0.462390438
0.8,-1.3,-0.093124255
0.8,-1.2,0.214244
0.8,-1.1,0.71317458
0.8,-1.0,0.417330685
0.8,-0.9,0.552240055
0.8,-0.8,0.142293223
0.8,-0.7,0.433818532
0.8,-0.6,0.555505853
0.8,-0.5,0.248075186
0.8,-0.4,0.27027127
0.8,-0.3,-0.216171086
0.8,-0.2,0.548803782
0.8,-0.1,-0.33810221
0.8,0.0,0.211349828
0.8,0.1,0.271502259
0.8,0.2,-0.132709336
0.8,0.3,-0.125382026
0.8,0.4,0.050284712
0.8,0.5,0.099680121
0.8,0.6,0.179306825
0.8,0.7,-0.078352941
0.8,0.8,-0.055489082
0.8,0.9,-0.56031695
0.8,1.0,-0.303960865
0.9,-3.0,0.291170027
0.9,-2.9,0.380985638
0.9,-2.8,0.048228897
0.9,-2.7,0.399624343
0.9,-2.6,0.425632158
0.9,-2.5,0.542564466
0.9,-2.4,0.115380428
0.9,-2.3,0.012976543
0.9,-2.2,-0.210668383
0.9,-2.1,0.623537334
0.9,-2.0,0.582327974
0.9,-1.9,0.684525591
0.9,-1.8,0.376063401
0.9,-1.7,0.263918673
0.9,-1.6,0.203684719
0.9,-1.5,0.001191814
0.9,-1.4,0.057107721
0.9,-1.3,0.114559548
0.9,-1.2,-0.087861927
0.9,-1.1,0.609735305
0.9,-1.0,0.129114539
0.9,-0.9,0.346836138
0.9,-0.8,0.134081807
0.9,-0.7,0.333406389
0.9,-0.6,-0.087915995
0.9,-0.5,-0.233993059
0.9,-0.4,0.011438819
0.9,-0.3,-0.294040824
0.9,-0.2,-0.266919458
0.9,-0.1,-0.251661364
0.9,0.0,-0.365495041
0.9,0.1,-0.100952108
0.9,0.2,-0.229625523
0.9,0.3,0.47428438
0.9,0.4,0.306798715
0.9,0.5,0.325403583
0.9,0.6,-0.13531379
0.9,0.7,-0.324914556
0.9,0.8,0.239513604
0.9,0.9,-0.092517457
0.9,1.0,-0.086969499
1.0,-3.0,-0.457716644
1.0,-2.9,-0.142661631
1.0,-2.8,0.447837955
1.0,-2.7,-0.189362409
1.0,-2.6,-0.024214439
1.0,-2.5,-0.478792156
1.0,-2.4,-0.070521858
1.0,-2.3,0.329736551
1.0,-2.2,0.008410578
1.0,-2.1,-0.442387458
1.0,-2.0,-0.103167564
1.0,-1.9,-0.479854104
1.0,-1.8,0.282021946
1.0,-1.7,0.122900658
1.0,-1.6,-0.46247947
1.0,-1.5,0.121585802
1.0,-1.4,0.240543613
1.0,-1.3,0.493485282
1.0,-1.2,0.048410862
1.0,-1.1,-0.498728546
1.0,-1.0,0.317180632
1.0,-0.9,0.261541537
1.0,-0.8,-0.063075261
1.0,-0.7,0.214342933
1.0,-0.6,0.479543276
1.0,-0.5,0.054345547
1.0,-0.4,-0.106798402
1.0,-0.3,0.281323492
1.0,-0.2,-0.153689925
1.0,-0.1,-0.105720742
1.0,0.0,0.48130397
1.0,0.1,-0.409810711
1.0,0.2,-0.132895735
1.0,0.3,-0.377331109
1.0,0.4,0.367576645
1.0,0.5,0.025239737
1.0,0.6,0.328176856
1.0,0.7,-0.296381567
1.0,0.8,-0.396516523
1.0,0.9,-0.118691195
1.0,1.0,0.056299379
1.1,-3.0,-0.014445618
1.1,-2.9,-0.623993492
1.1,-2.8,-0.080438879
1.1,-2.7,-0.223528451
1.1,-2.6,-0.609396255
1.1,-2.5,-0.289435714
1.1,-2.4,-0.445135558
1.1,-2.3,-0.275047334
1.1,-2.2,0.160287326
1.1,-2.1,-0.274241403
1.1,-2.0,0.155841384
1.1,-1.9,-0.015875916
1.1,-1.8,0.181742861
1.1,-1.7,0.276261042
1.1,-1.6,0.168183289
1.1,-1.5,-0.417286322
1.1,-1.4,0.099759153
1.1,-1.3,-0.398267763
1.1,-1.2,0.066254126
1.1,-1.1,0.068434995
1.1,-1.0,-0.176237798
1.1,-0.9,-0.328139389
1.1,-0.8,0.004871669
1.1,-0.7,-0.038819047
1.1,-0.6,-0.517135435
1.1,-0.5,-0.084818814
1.1,-0.4,0.182536349
1.1,-0.3,0.002658212
1.1,-0.2,0.239031205
1.1,-0.1,-0.298589725
1.1,0.0,-0.258997573
1.1,0.1,0.055356602
1.1,0.2,0.374113371
1.1,0.3,-0.135772248
1.1,0.4,0.212474056
1.1,0.5,-0.436239284
1.1,0.6,0.07575927
1.1,0.7,-0.402668053
1.1,0.8,-0.264445566
1.1,0.9,-0.360619023
1.1,1.0,0.331243122
1.2,-3.0,-0.337524792
1.2,-2.9,-0.278164654
1.2,-2.8,-0.896329442
1.2,-2.7,-0.411309725
1.2,-2.6,-0.966104729
1.2,-2.5,-0.754460825
1.2,-2.4,-0.503196976
1.2,-2.3,-0.31993974
1.2,-2.2,-0.543754119
1.2,-2.1,-0.799411671
1.2,-2.0,-0.323173041
1.2,-1.9,-0.323114537
1.2,-1.8,-0.906560816
1.2,-1.7,-0.334352491
1.2,-1.6,-0.340652529
1.2,-1.5,-0.653371382
1.2,-1.4,-0.688596845
1.2,-1.3,0.010626456
1.2,-1.2,-0.285423263
1.2,-1.1,-0.216808927
1.2,-1.0,-0.154079114
1.2,-0.9,-0.774984418
1.2,-0.8,-0.074651398
1.2,-0.7,-0.318686281
1.2,-0.6,-0.680125048
1.2,-0.5,0.189002739
1.2,-0.4,-0.656154994
1.2,-0.3,-0.603593873
1.2,-0.2,0.116499899
1.2,-0.1,0.041068524
1.2,0.0,0.283258048
1.2,0.1,-0.472444309
1.2,0.2,0.2242462
1.2,0.3,-0.456637881
1.2,0.4,0.231056476
1.2,0.5,0.353408223
1.2,0.6,0.457264669
1.2,0.7,0.011124051
1.2,0.8,0.555121304
1.2,0.9,0.195394411
1.2,1.0,-0.123782273
1.3,-3.0,-1.043323258
1.3,-2.9,-0.55323782
1.3,-2.8,-1.078496114
1.3,-2.7,-1.318303836
1.3,-2.6,-0.9717024
1.3,-2.5,-0.973033543
1.3,-2.4,-0.503335326
1.3,-2.3,-0.704349064
1.3,-2.2,-1.052350767
1.3,-2.1,-1.151911717
1.3,-2.0,-0.988064271
1.3,-1.9,-1.219582008
1.3,-1.8,-0.419643564
1.3,-1.7,-0.967239905
1.3,-1.6,-0.430576351
1.3,-1.5,-1.051736991
1.3,-1.4,-0.198832211
1.3,-1.3,-0.086152804
1.3,-1.2,-0.743332035
1.3,-1.1,-0.840279081
1.3,-1.0,-0.849448175
1.3,-0.9,-0.12108462
1.3,-0.8,-0.336691439
1.3,-0.7,0.020898281
1.3,-0.6,-0.389416976
1.3,-0.5,0.044399388
1.3,-0.4,-0.511334693
1.3,-0.3,-0.652400295
1.3,-0.2,-0.667764303
1.3,-0.1,-0.470335923
1.3,0.0,0.281241365
1.3,0.1,-0.217622487
1.3,0.2,-0.42837604
1.3,0.3,-0.218993042
1.3,0.4,-0.415985878
1.3,0.5,0.400777329
1.3,0.6,-0.167813804
1.3,0.7,0.463172529
1.3,0.8,0.179700396
1.3,0.9,-0.12712709
1.3,1.0,0.237835011
1.4,-3.0,-1.026174063
1.4,-2.9,-1.799916637
1.4,-2.8,-1.258280999
1.4,-2.7,-1.215472369
1.4,-2.6,-1.253909946
1.4,-2.5,-0.883928996
1.4,-2.4,-0.729632578
1.4,-2.3,-1.179705162
1.4,-2.2,-1.374855883
1.4,-2.1,-0.895834303
1.4,-2.0,-1.149201485
1.4,-1.9,-1.247599506
1.4,-1.8,-1.169755124
1.4,-1.7,-0.839988464
1.4,-1.6,-1.087302866
1.4,-1.5,-0.54184691
1.4,-1.4,-1.110517101
1.4,-1.3,-0.679089194
1.4,-1.2,-0.420138268
1.4,-1.1,-0.504701578
1.4,-1.0,-0.581030525
1.4,-0.9,-0.622717933
1.4,-0.8,-0.959023301
1.4,-0.7,-0.530456366
1.4,-0.6,-0.023999239
1.4,-0.5,-0.557438392
1.4,-0.4,-0.088067046
1.4,-0.3,-0.610363467
1.4,-0.2,-0.60838382
1.4,-0.1,-0.371188498
1.4,0.0,-0.138557059
1.4,0.1,-0.016790754
1.4,0.2,-0.581189007
1.4,0.3,-0.119992571
1.4,0.4,-0.487277355
1.4,0.5,0.287665268
1.4,0.6,0.503349055
1.4,0.7,0.201671126
1.4,0.8,-0.329030974
1.4,0.9,0.420788134
1.4,1.0,0.216601779
1.5,-3.0,-1.372334963
1.5,-2.9,-1.334715878
1.5,-2.8,-1.550152634
1.5,-2.7,-1.639160746
1.5,-2.6,-1.887578671
1.5,-2.5,-1.687330337
1.5,-2.4,-0.994911821
1.5,-2.3,-1.266180492
1.5,-2.2,-0.984303693
1.5,-2.1,-1.656070008
1.5,-2.0,-1.228571265
1.5,-1.9,-0.797873494
1.5,-1.8,-1.177614248
1.5,-1.7,-1.240353807
1.5,-1.6,-0.732602071
1.5,-1.5,-0.861183225
1.5,-1.4,-0.891905835
1.5,-1.3,-1.275901246
1.5,-1.2,-0.533864474
1.5,-1.1,-0.498855559
1.5,-1.0,-0.920873537
1.5,-0.9,-0.397144435
1.5,-0.8,-1.111863578
1.5,-0.7,-0.112442168
1.5,-0.6,-0.490903619
1.5,-0.5,-0.794866461
1.5,-0.4,-0.933861265
1.5,-0.3,-0.672852751
1.5,-0.2,-0.653153996
1.5,-0.1,-0.771438593
1.5,0.0,-0.342311266
1.5,0.1,-0.411414063
1.5,0.2,0.328146568
1.5,0.3,-0.342782049
1.5,0.4,-0.032434375
1.5,0.5,0.292463329
1.5,0.6,-0.293144019
1.5,0.7,0.592925179
1.5,0.8,0.562560322
1.5,0.9,0.196287633
1.5,1.0,0.618570198
1.6,-3.0,-1.738511585
1.6,-2.9,-1.592834469
1.6,-2.8,-2.184184579
1.6,-2.7,-1.742758811
1.6,-2.6,-1.382072981
1.6,-2.5,-2.12979849
1.6,-2.4,-1.691425149
1.6,-2.3,-1.936380989
1.6,-2.2,-1.94521171
1.6,-2.1,-1.526805747
1.6,-2.0,-1.070187179
1.6,-1.9,-1.659321514
1.6,-1.8,-1.538676531
1.6,-1.7,-0.964509494
1.6,-1.6,-1.56770464
1.6,-1.5,-1.387486008
1.6,-1.4,-1.140826735
1.6,-1.3,-1.268066059
1.6,-1.2,-0.953852634
1.6,-1.1,-0.593273844
1.6,-1.0,-1.122706471
1.6,-0.9,-0.919948124
1.6,-0.8,-0.600124271
1.6,-0.7,-1.189475039
1.6,-0.6,-0.549713567
1.6,-0.5,-0.703294007
1.6,-0.4,-0.40048492
1.6,-0.3,-0.149222199
1.6,-0.2,-0.65657148
1.6,-0.1,-0.601338077
1.6,0.0,-0.762806878
1.6,0.1,-0.014651874
1.6,0.2,-0.35175761
1.6,0.3,-0.400550011
1.6,0.4,-0.309851972
1.6,0.5,0.36825195
1.6,0.6,-0.149153422
1.6,0.7,-0.059918006
1.6,0.8,-0.179074384
1.6,0.9,0.648819153
1.6,1.0,0.085768263
1.7,-3.0,-2.850138344
1.7,-2.9,-2.683635159
1.7,-2.8,-2.260065927
1.7,-2.7,-2.557561468
1.7,-2.6,-1.739266034
1.7,-2.5,-1.665305239
1.7,-2.4,-2.447078188
1.7,-2.3,-2.128727084
1.7,-2.2,-1.647973447
1.7,-2.1,-1.823207617
1.7,-2.0,-1.62818534
1.7,-1.9,-1.957305091
1.7,-1.8,-1.517158747
1.7,-1.7,-1.330082407
1.7,-1.6,-0.992555781
1.7,-1.5,-1.237122507
1.7,-1.4,-1.827992125
1.7,-1.3,-0.799322412
1.7,-1.2,-0.885878273
1.7,-1.1,-0.735227009
1.7,-1.0,-1.195202783
1.7,-0.9,-0.973082089
1.7,-0.8,-1.140519887
1.7,-0.7,-1.184055622
1.7,-0.6,-0.568626545
1.7,-0.5,-1.134986597
1.7,-0.4,-0.979148103
1.7,-0.3,-0.831509309
1.7,-0.2,-0.938154904
1.7,-0.1,-0.403471924
1.7,0.0,-0.223285265
1.7,0.1,-0.23949171
1.7,0.2,-0.666792293
1.7,0.3,0.2061879
1.7,0.4,-0.230281846
1.7,0.5,-0.093837265
1.7,0.6,-0.366812128
1.7,0.7,0.311149497
1.7,0.8,0.18959646
1.7,0.9,0.74057575
1.7,1.0,0.578589051
1.8,-3.0,-3.153209351
1.8,-2.9,-2.687346989
1.8,-2.8,-2.205360545
1.8,-2.7,-2.373420007
1.8,-2.6,-2.434425109
1.8,-2.5,-2.666560294
1.8,-2.4,-2.363003017
1.8,-2.3,-2.368216063
1.8,-2.2,-2.007989442
1.8,-2.1,-1.759023074
1.8,-2.0,-2.347488337
1.8,-1.9,-1.527475367
1.8,-1.8,-2.051026642
1.8,-1.7,-1.461037974
1.8,-1.6,-1.354977126
1.8,-1.5,-1.351338189
1.8,-1.4,-1.475822707
1.8,-1.3,-1.819954835
1.8,-1.2,-0.977022236
1.8,-1.1,-1.776473896
1.8,-1.0,-0.821119886
1.8,-0.9,-1.56063225
1.8,-0.8,-0.636743137
1.8,-0.7,-0.62545393
1.8,-0.6,-1.26816754
1.8,-0.5,-0.640371669
1.8,-0.4,-1.159937674
1.8,-0.3,-0.648031764
1.8,-0.2,-1.054601059
1.8,-0.1,-0.6454317
1.8,0.0,-0.617148727
1.8,0.1,-0.153610609
1.8,0.2,-0.16227912
1.8,0.3,-0.165274798
1.8,0.4,-0.00046704
1.8,0.5,-0.418988496
1.8,0.6,-0.277967253
1.8,0.7,-0.114089154
1.8,0.8,-0.22690535
1.8,0.9,0.047732294
1.8,1.0,0.363559627
1.9,-3.0,-3.434807372
1.9,-2.9,-2.759929439
1.9,-2.8,-2.919013069
1.9,-2.7,-2.405021056
1.9,-2.6,-3.019989751
1.9,-2.5,-3.021896347
1.9,-2.4,-2.39069258
1.9,-2.3,-2.911598352
1.9,-2.2,-2.863191078
1.9,-2.1,-2.462150613
1.9,-2.0,-2.249596057
1.9,-1.9,-1.978606543
1.9,-1.8,-1.827034492
1.9,-1.7,-2.263366756
1.9,-1.6,-2.229931781
1.9,-1.5,-2.068359343
1.9,-1.4,-1.607903512
1.9,-1.3,-1.443401688
1.9,-1.2,-1.77522678
1.9,-1.1,-0.993764095
1.9,-1.0,-1.298563962
1.9,-0.9,-1.272889098
1.9,-0.8,-1.626675807
1.9,-0.7,-1.382021082
1.9,-0.6,-1.237928845
1.9,-0.5,-1.376383321
1.9,-0.4,-1.233369719
